filename,speaker_id,speaker_name,gender,duration_sec,sample_rate,samples
422_422-122949-0027.wav,422,President Lethe,male,19.12,16000,305920
1919_1919-142785-0029.wav,1919,nprigoda,female,2.625,16000,42000
1919_1919-142785-0054.wav,1919,nprigoda,female,7.725,16000,123600
1919_1919-142785-0014.wav,1919,nprigoda,female,8.13,16000,130080
1919_1919-142785-0027.wav,1919,nprigoda,female,9.535,16000,152560
1919_1919-142785-0033.wav,1919,nprigoda,female,7.71,16000,123360
1919_1919-142785-0048.wav,1919,nprigoda,female,1.84,16000,29440
1919_1919-142785-0026.wav,1919,nprigoda,female,5.655,16000,90480
1919_1919-142785-0007.wav,1919,nprigoda,female,26.625,16000,426000
1919_1919-142785-0000.wav,1919,nprigoda,female,2.66,16000,42560
1919_1919-142785-0046.wav,1919,nprigoda,female,2.635,16000,42160
